,UserID,HotelID,Number_Booked,Number_Booked_log
5740,9466622,109099,2,1.69314718055995
5810,9466640,109099,1,1
5887,9466664,109099,1,1
6099,9466710,109099,1,1
6146,9466719,109099,1,1
6464,9466799,109099,3,2.09861228866811
6563,9466843,109099,3,2.09861228866811
6660,9466851,109099,1,1
6799,9466877,109099,1,1
6936,9466953,109099,1,1
6956,9466954,109099,1,1
7043,9466986,109099,1,1
7748,9467156,109099,2,1.69314718055995
7900,9467203,109099,2,1.69314718055995
7989,9467252,109099,4,2.38629436111989
8067,9467255,109099,13,3.56494935746154
8168,9467257,109099,1,1
8197,9467273,109099,1,1
8219,9467277,109099,12,3.484906649788
8294,9467304,109099,2,1.69314718055995
8843,9467453,109099,1,1
8866,9467458,109099,1,1
8919,9467474,109099,1,1
9020,9467532,109099,3,2.09861228866811
9609,9467683,109099,3,2.09861228866811
9867,9467794,109099,2,1.69314718055995
9882,9467803,109099,2,1.69314718055995
10102,9467885,109099,5,2.6094379124341
10676,9468050,109099,1,1
10720,9468057,109099,5,2.6094379124341
10795,9468099,109099,1,1
10881,9468130,109099,1,1
11121,9468227,109099,1,1
11144,9468238,109099,1,1
11174,9468252,109099,1,1
11205,9468255,109099,2,1.69314718055995
11230,9468257,109099,1,1
11421,9468331,109099,1,1
11480,9468337,109099,2,1.69314718055995
11658,9468366,109099,2,1.69314718055995
11880,9468425,109099,1,1
12173,9468430,109099,103,5.63472898822964
13461,9468990,109099,1,1
13516,9468999,109099,10,3.30258509299405
14102,9469098,109099,2,1.69314718055995
14392,9469155,109099,1,1
14464,9469206,109099,1,1
14473,9469209,109099,1,1
15421,9470812,109099,1,1
15433,9470902,109099,1,1
15800,9471501,109099,2,1.69314718055995
15981,9472275,109099,1,1
16231,9473789,109099,1,1
67,9459937,109107,2,1.69314718055995
210,9463950,109107,2,1.69314718055995
244,9463960,109107,2,1.69314718055995
581,9464272,109107,1,1
694,9464342,109107,2,1.69314718055995
1058,9464617,109107,1,1
1386,9464959,109107,1,1
1712,9465181,109107,2,1.69314718055995
1836,9465351,109107,1,1
1874,9465387,109107,1,1
2133,9465676,109107,1,1
2218,9465768,109107,1,1
2259,9465783,109107,1,1
2294,9465793,109107,1,1
2445,9465809,109107,1,1
2748,9465863,109107,1,1
3246,9466042,109107,1,1
3319,9466055,109107,2,1.69314718055995
3481,9466092,109107,1,1
3850,9466180,109107,1,1
3890,9466183,109107,1,1
4206,9466230,109107,2,1.69314718055995
4396,9466282,109107,1,1
4781,9466386,109107,1,1
4909,9466409,109107,1,1
4965,9466422,109107,1,1
4987,9466428,109107,3,2.09861228866811
5467,9466557,109107,4,2.38629436111989
5562,9466577,109107,2,1.69314718055995
5681,9466604,109107,2,1.69314718055995
5692,9466608,109107,1,1
5767,9466629,109107,1,1
5811,9466640,109107,1,1
6100,9466710,109107,1,1
6360,9466774,109107,1,1
6465,9466799,109107,1,1
6598,9466844,109107,1,1
6890,9466917,109107,4,2.38629436111989
7083,9466991,109107,1,1
7406,9467063,109107,4,2.38629436111989
7444,9467073,109107,2,1.69314718055995
7486,9467092,109107,1,1
7749,9467156,109107,1,1
8068,9467255,109107,2,1.69314718055995
8235,9467289,109107,1,1
8470,9467335,109107,1,1
8844,9467453,109107,1,1
8867,9467458,109107,1,1
9021,9467532,109107,1,1
9085,9467543,109107,1,1
9428,9467636,109107,1,1
9440,9467638,109107,1,1
9883,9467803,109107,1,1
10382,9468018,109107,1,1
10678,9468050,109107,1,1
10721,9468057,109107,3,2.09861228866811
11231,9468257,109107,1,1
11422,9468331,109107,2,1.69314718055995
11481,9468337,109107,1,1
11625,9468360,109107,2,1.69314718055995
12177,9468430,109107,48,4.87120101090789
13462,9468990,109107,1,1
13517,9468999,109107,2,1.69314718055995
14437,9469191,109107,2,1.69314718055995
14583,9469218,109107,1,1
15221,9469421,109107,3,2.09861228866811
15822,9471592,109107,1,1
15860,9471681,109107,1,1
68,9459937,109115,1,1
2527,9465826,109115,1,1
3181,9466014,109115,1,1
4128,9466225,109115,1,1
4207,9466230,109115,1,1
4407,9466286,109115,1,1
5563,9466577,109115,1,1
5639,9466598,109115,1,1
6564,9466843,109115,1,1
6759,9466876,109115,1,1
7204,9467014,109115,1,1
8070,9467255,109115,1,1
8502,9467345,109115,1,1
10983,9468193,109115,1,1
11423,9468331,109115,1,1
12180,9468430,109115,48,4.87120101090789
13366,9468945,109115,1,1
13917,9469060,109115,3,2.09861228866811
14340,9469151,109115,1,1
16077,9472839,109115,1,1
69,9459937,109122,2,1.69314718055995
806,9464435,109122,4,2.38629436111989
1449,9465035,109122,1,1
1455,9465045,109122,1,1
1636,9465130,109122,2,1.69314718055995
1740,9465231,109122,1,1
3435,9466068,109122,1,1
3989,9466209,109122,1,1
4208,9466230,109122,1,1
5104,9466467,109122,1,1
8071,9467255,109122,1,1
9449,9467649,109122,1,1
10932,9468162,109122,1,1
11260,9468265,109122,1,1
12182,9468430,109122,31,4.43398720448515
13754,9469027,109122,1,1
15132,9469343,109122,2,1.69314718055995
70,9459937,109126,2,1.69314718055995
290,9464010,109126,1,1
517,9464249,109126,3,2.09861228866811
782,9464406,109126,1,1
1669,9465169,109126,2,1.69314718055995
1713,9465181,109126,1,1
1910,9465447,109126,1,1
1931,9465479,109126,1,1
2847,9465881,109126,1,1
3611,9466108,109126,1,1
4327,9466266,109126,1,1
4713,9466371,109126,1,1
5171,9466473,109126,1,1
5468,9466557,109126,3,2.09861228866811
5812,9466640,109126,1,1
6957,9466954,109126,1,1
7786,9467162,109126,1,1
8072,9467255,109126,3,2.09861228866811
8173,9467260,109126,1,1
8471,9467335,109126,2,1.69314718055995
8775,9467426,109126,1,1
10385,9468018,109126,1,1
11232,9468257,109126,1,1
12185,9468430,109126,36,4.58351893845611
14552,9469214,109126,1,1
14896,9469278,109126,1,1
15133,9469343,109126,2,1.69314718055995
16189,9473683,109126,1,1
71,9459937,109134,1,1
352,9464066,109134,1,1
1138,9464701,109134,1,1
1535,9465071,109134,1,1
1637,9465130,109134,1,1
2296,9465793,109134,2,1.69314718055995
2749,9465863,109134,6,2.79175946922805
3637,9466119,109134,3,2.09861228866811
4714,9466371,109134,1,1
4988,9466428,109134,1,1
5469,9466557,109134,1,1
6466,9466799,109134,2,1.69314718055995
6599,9466844,109134,1,1
7027,9466985,109134,1,1
7206,9467014,109134,2,1.69314718055995
7323,9467034,109134,2,1.69314718055995
7381,9467052,109134,1,1
7399,9467053,109134,1,1
7728,9467152,109134,1,1
8074,9467255,109134,1,1
8198,9467273,109134,2,1.69314718055995
9022,9467532,109134,1,1
9344,9467615,109134,2,1.69314718055995
9753,9467748,109134,1,1
10387,9468018,109134,4,2.38629436111989
10679,9468050,109134,1,1
11659,9468366,109134,1,1
11881,9468425,109134,1,1
12188,9468430,109134,85,5.44265125649032
13168,9468449,109134,1,1
13609,9469013,109134,1,1
13837,9469046,109134,1,1
13849,9469047,109134,1,1
13918,9469060,109134,4,2.38629436111989
14151,9469114,109134,13,3.56494935746154
14210,9469132,109134,1,1
14341,9469151,109134,2,1.69314718055995
14457,9469203,109134,1,1
14674,9469237,109134,1,1
14844,9469263,109134,1,1
15071,9469309,109134,1,1
15093,9469321,109134,3,2.09861228866811
15289,9469544,109134,1,1
15518,9471234,109134,1,1
15571,9471258,109134,2,1.69314718055995
15658,9471383,109134,1,1
16182,9473615,109134,1,1
72,9459937,109179,3,2.09861228866811
107,9460188,109179,1,1
191,9463939,109179,1,1
285,9463986,109179,1,1
382,9464080,109179,2,1.69314718055995
598,9464279,109179,7,2.94591014905531
638,9464303,109179,1,1
713,9464354,109179,1,1
736,9464371,109179,1,1
834,9464475,109179,7,2.94591014905531
918,9464513,109179,1,1
941,9464544,109179,1,1
988,9464568,109179,2,1.69314718055995
1156,9464712,109179,1,1
1184,9464746,109179,3,2.09861228866811
1337,9464901,109179,4,2.38629436111989
1383,9464956,109179,1,1
1399,9464982,109179,3,2.09861228866811
1414,9464991,109179,3,2.09861228866811
1478,9465051,109179,4,2.38629436111989
1530,9465069,109179,1,1
1565,9465097,109179,1,1
1594,9465119,109179,2,1.69314718055995
1638,9465130,109179,2,1.69314718055995
1660,9465138,109179,2,1.69314718055995
1663,9465144,109179,1,1
1698,9465178,109179,2,1.69314718055995
1825,9465325,109179,1,1
1850,9465365,109179,1,1
1932,9465479,109179,1,1
1982,9465571,109179,1,1
2040,9465592,109179,5,2.6094379124341
2050,9465599,109179,1,1
2074,9465625,109179,8,3.07944154167984
2103,9465656,109179,1,1
2385,9465799,109179,4,2.38629436111989
2446,9465809,109179,1,1
2494,9465815,109179,3,2.09861228866811
2531,9465826,109179,1,1
2591,9465829,109179,10,3.30258509299405
2661,9465838,109179,1,1
2755,9465863,109179,3,2.09861228866811
2816,9465873,109179,1,1
2850,9465881,109179,1,1
2896,9465897,109179,1,1
3016,9465947,109179,10,3.30258509299405
3142,9466004,109179,1,1
3172,9466010,109179,5,2.6094379124341
3272,9466046,109179,1,1
3323,9466055,109179,8,3.07944154167984
3377,9466060,109179,4,2.38629436111989
3406,9466066,109179,2,1.69314718055995
3491,9466094,109179,4,2.38629436111989
3554,9466104,109179,3,2.09861228866811
3735,9466147,109179,1,1
3780,9466156,109179,1,1
3787,9466159,109179,3,2.09861228866811
3824,9466176,109179,1,1
3832,9466178,109179,3,2.09861228866811
3894,9466183,109179,2,1.69314718055995
4046,9466213,109179,1,1
4130,9466225,109179,2,1.69314718055995
4213,9466230,109179,1,1
4331,9466266,109179,8,3.07944154167984
4363,9466270,109179,1,1
4372,9466275,109179,2,1.69314718055995
4438,9466297,109179,3,2.09861228866811
4460,9466301,109179,4,2.38629436111989
4499,9466310,109179,1,1
4534,9466312,109179,5,2.6094379124341
4651,9466348,109179,1,1
4715,9466371,109179,5,2.6094379124341
4783,9466386,109179,1,1
4844,9466392,109179,2,1.69314718055995
4910,9466409,109179,1,1
5128,9466471,109179,1,1
5174,9466473,109179,5,2.6094379124341
5221,9466488,109179,2,1.69314718055995
5275,9466489,109179,1,1
5416,9466549,109179,1,1
5472,9466557,109179,11,3.39789527279837
5527,9466565,109179,1,1
5564,9466577,109179,3,2.09861228866811
5578,9466589,109179,1,1
5600,9466594,109179,3,2.09861228866811
5863,9466653,109179,1,1
5867,9466661,109179,1,1
5888,9466664,109179,4,2.38629436111989
5967,9466691,109179,5,2.6094379124341
6053,9466696,109179,3,2.09861228866811
6151,9466719,109179,4,2.38629436111989
6194,9466721,109179,6,2.79175946922805
6249,9466730,109179,1,1
6291,9466746,109179,4,2.38629436111989
6361,9466774,109179,1,1
6404,9466787,109179,3,2.09861228866811
6430,9466789,109179,2,1.69314718055995
6467,9466799,109179,6,2.79175946922805
6502,9466800,109179,1,1
6566,9466843,109179,4,2.38629436111989
6663,9466851,109179,6,2.79175946922805
6717,9466863,109179,1,1
6734,9466867,109179,3,2.09861228866811
6761,9466876,109179,1,1
6822,9466887,109179,1,1
6832,9466905,109179,1,1
6909,9466925,109179,1,1
6937,9466953,109179,1,1
7008,9466978,109179,2,1.69314718055995
7044,9466986,109179,1,1
7058,9466990,109179,4,2.38629436111989
7245,9467016,109179,1,1
7305,9467027,109179,2,1.69314718055995
7514,9467098,109179,1,1
7677,9467145,109179,4,2.38629436111989
7809,9467172,109179,1,1
7840,9467188,109179,1,1
7869,9467197,109179,2,1.69314718055995
7918,9467204,109179,2,1.69314718055995
7934,9467214,109179,1,1
7949,9467217,109179,1,1
7990,9467252,109179,1,1
8079,9467255,109179,17,3.83321334405622
8200,9467273,109179,1,1
8295,9467304,109179,9,3.19722457733622
8360,9467314,109179,7,2.94591014905531
8403,9467315,109179,1,1
8473,9467335,109179,2,1.69314718055995
8505,9467345,109179,7,2.94591014905531
8544,9467364,109179,1,1
8584,9467383,109179,6,2.79175946922805
8639,9467394,109179,2,1.69314718055995
8724,9467405,109179,1,1
9049,9467534,109179,1,1
9128,9467550,109179,1,1
9178,9467582,109179,1,1
9283,9467594,109179,1,1
9487,9467655,109179,1,1
9509,9467662,109179,1,1
9610,9467683,109179,2,1.69314718055995
9748,9467746,109179,1,1
9904,9467819,109179,1,1
9951,9467826,109179,1,1
9993,9467853,109179,1,1
10393,9468018,109179,12,3.484906649788
10617,9468020,109179,1,1
10642,9468037,109179,3,2.09861228866811
10651,9468038,109179,2,1.69314718055995
10726,9468057,109179,2,1.69314718055995
10760,9468067,109179,1,1
10769,9468073,109179,1,1
10812,9468108,109179,1,1
10828,9468113,109179,1,1
10882,9468130,109179,1,1
10933,9468162,109179,3,2.09861228866811
10949,9468166,109179,4,2.38629436111989
11007,9468201,109179,1,1
11122,9468227,109179,2,1.69314718055995
11175,9468252,109179,1,1
11415,9468327,109179,1,1
11483,9468337,109179,9,3.19722457733622
11499,9468340,109179,2,1.69314718055995
11505,9468341,109179,1,1
11560,9468349,109179,2,1.69314718055995
11593,9468351,109179,1,1
11627,9468360,109179,2,1.69314718055995
11661,9468366,109179,1,1
11689,9468370,109179,1,1
11716,9468381,109179,1,1
11720,9468392,109179,1,1
12215,9468430,109179,960,7.86693328446188
13070,9468432,109179,4,2.38629436111989
13106,9468440,109179,1,1
13171,9468449,109179,1,1
13245,9468455,109179,2,1.69314718055995
13292,9468465,109179,3,2.09861228866811
13637,9469016,109179,1,1
13712,9469024,109179,2,1.69314718055995
13851,9469047,109179,1,1
13922,9469060,109179,4,2.38629436111989
13954,9469062,109179,1,1
14013,9469078,109179,1,1
14021,9469081,109179,2,1.69314718055995
14031,9469082,109179,1,1
14103,9469098,109179,2,1.69314718055995
14154,9469114,109179,5,2.6094379124341
14299,9469148,109179,1,1
14383,9469153,109179,4,2.38629436111989
14410,9469171,109179,1,1
14465,9469206,109179,2,1.69314718055995
14517,9469213,109179,5,2.6094379124341
14554,9469214,109179,3,2.09861228866811
14572,9469215,109179,1,1
14597,9469222,109179,1,1
14629,9469224,109179,1,1
14745,9469240,109179,2,1.69314718055995
14897,9469278,109179,4,2.38629436111989
14926,9469282,109179,1,1
14945,9469288,109179,1,1
15016,9469303,109179,3,2.09861228866811
15029,9469304,109179,1,1
15112,9469332,109179,1,1
15136,9469343,109179,3,2.09861228866811
15393,9470579,109179,1,1
15480,9471158,109179,1,1
15617,9471337,109179,1,1
15703,9471433,109179,1,1
15722,9471438,109179,1,1
15740,9471447,109179,1,1
15801,9471501,109179,1,1
16073,9472837,109179,1,1
16133,9473154,109179,1,1
16213,9473754,109179,1,1
16244,9473805,109179,1,1
16455,9474500,109179,2,1.69314718055995
74,9459937,109196,1,1
213,9463950,109196,1,1
1509,9465056,109196,1,1
1602,9465124,109196,1,1
1861,9465372,109196,1,1
2025,9465584,109196,5,2.6094379124341
2969,9465928,109196,2,1.69314718055995
3224,9466034,109196,1,1
3493,9466094,109196,1,1
3689,9466129,109196,2,1.69314718055995
4398,9466282,109196,1,1
5969,9466691,109196,2,1.69314718055995
6362,9466774,109196,1,1
7991,9467252,109196,2,1.69314718055995
8846,9467453,109196,1,1
10202,9467902,109196,1,1
10851,9468124,109196,1,1
11233,9468257,109196,1,1
12222,9468430,109196,7,2.94591014905531
13519,9468999,109196,3,2.09861228866811
14518,9469213,109196,1,1
75,9459937,109210,4,2.38629436111989
215,9463950,109210,1,1
355,9464066,109210,1,1
631,9464296,109210,1,1
1983,9465571,109210,1,1
2041,9465592,109210,1,1
2113,9465667,109210,1,1
2406,9465800,109210,2,1.69314718055995
2594,9465829,109210,1,1
2758,9465863,109210,1,1
3018,9465947,109210,1,1
3630,9466114,109210,1,1
3670,9466127,109210,1,1
3833,9466178,109210,1,1
3995,9466209,109210,1,1
5175,9466473,109210,2,1.69314718055995
5579,9466589,109210,1,1
6054,9466696,109210,1,1
6083,9466709,109210,1,1
6294,9466746,109210,1,1
6666,9466851,109210,1,1
6814,9466881,109210,1,1
6823,9466887,109210,1,1
7384,9467052,109210,1,1
7787,9467162,109210,1,1
7842,9467188,109210,2,1.69314718055995
7902,9467203,109210,1,1
8186,9467268,109210,1,1
8299,9467304,109210,1,1
8586,9467383,109210,1,1
8642,9467394,109210,1,1
8819,9467437,109210,1,1
8952,9467502,109210,1,1
9050,9467534,109210,2,1.69314718055995
9107,9467545,109210,1,1
10397,9468018,109210,2,1.69314718055995
10727,9468057,109210,1,1
10799,9468103,109210,1,1
10845,9468121,109210,2,1.69314718055995
11063,9468212,109210,1,1
11460,9468335,109210,1,1
11562,9468349,109210,1,1
11888,9468425,109210,2,1.69314718055995
12228,9468430,109210,71,5.26267987704132
13520,9468999,109210,1,1
14598,9469222,109210,1,1
14865,9469264,109210,1,1
77,9459937,109239,1,1
3999,9466209,109239,1,1
6154,9466719,109239,1,1
7452,9467073,109239,2,1.69314718055995
7575,9467110,109239,1,1
8087,9467255,109239,1,1
8954,9467502,109239,2,1.69314718055995
9110,9467545,109239,2,1.69314718055995
9244,9467588,109239,7,2.94591014905531
9378,9467625,109239,1,1
10608,9468019,109239,1,1
11461,9468335,109239,1,1
12247,9468430,109239,13,3.56494935746154
13293,9468465,109239,1,1
13761,9469027,109239,3,2.09861228866811
79,9459937,109532,2,1.69314718055995
1043,9464615,109532,1,1
2898,9465897,109532,1,1
3462,9466085,109532,1,1
4645,9466347,109532,1,1
4724,9466371,109532,1,1
5743,9466622,109532,1,1
6411,9466787,109532,1,1
7010,9466978,109532,1,1
8477,9467335,109532,1,1
8729,9467405,109532,1,1
8838,9467449,109532,2,1.69314718055995
8985,9467528,109532,1,1
9250,9467588,109532,1,1
9584,9467677,109532,2,1.69314718055995
10817,9468112,109532,1,1
12346,9468430,109532,12,3.484906649788
13641,9469016,109532,1,1
15725,9471438,109532,1,1
80,9459937,109672,3,2.09861228866811
5725,9466619,109672,1,1
6680,9466851,109672,1,1
12408,9468430,109672,45,4.80666248977032
15577,9471258,109672,1,1
16510,9475315,109672,4,2.38629436111989
81,9459937,109708,1,1
1020,9464608,109708,1,1
2934,9465921,109708,1,1
3130,9466002,109708,1,1
8374,9467314,109708,1,1
9400,9467630,109708,1,1
9721,9467733,109708,1,1
10159,9467898,109708,1,1
12419,9468430,109708,11,3.39789527279837
14811,9469256,109708,2,1.69314718055995
15685,9471432,109708,1,1
83,9459937,109746,1,1
524,9464249,109746,1,1
698,9464342,109746,15,3.70805020110221
1768,9465261,109746,2,1.69314718055995
1984,9465571,109746,5,2.6094379124341
4307,9466252,109746,1,1
8222,9467277,109746,2,1.69314718055995
8667,9467397,109746,1,1
10256,9467954,109746,1,1
12428,9468430,109746,7,2.94591014905531
16389,9474046,109746,1,1
85,9459937,109965,2,1.69314718055995
139,9460188,109965,1,1
447,9464152,109965,2,1.69314718055995
2195,9465762,109965,1,1
2711,9465861,109965,1,1
4659,9466348,109965,1,1
4679,9466358,109965,2,1.69314718055995
5009,9466428,109965,1,1
5239,9466488,109965,3,2.09861228866811
7223,9467014,109965,2,1.69314718055995
8886,9467468,109965,2,1.69314718055995
10162,9467898,109965,2,1.69314718055995
10472,9468018,109965,3,2.09861228866811
10868,9468128,109965,1,1
12484,9468430,109965,8,3.07944154167984
13736,9469026,109965,1,1
86,9459937,110091,19,3.94443897916644
142,9460188,110091,1,1
221,9463950,110091,3,2.09861228866811
263,9463962,110091,1,1
385,9464080,110091,2,1.69314718055995
430,9464141,110091,1,1
448,9464152,110091,3,2.09861228866811
495,9464211,110091,1,1
526,9464249,110091,7,2.94591014905531
635,9464296,110091,1,1
656,9464317,110091,2,1.69314718055995
699,9464342,110091,1,1
748,9464391,110091,1,1
854,9464478,110091,3,2.09861228866811
882,9464505,110091,1,1
968,9464551,110091,2,1.69314718055995
995,9464568,110091,2,1.69314718055995
1121,9464682,110091,1,1
1145,9464710,110091,1,1
1172,9464739,110091,1,1
1379,9464955,110091,1,1
1388,9464959,110091,1,1
1415,9464991,110091,1,1
1569,9465097,110091,1,1
1603,9465124,110091,1,1
1625,9465128,110091,2,1.69314718055995
1680,9465175,110091,1,1
1719,9465181,110091,1,1
1726,9465193,110091,1,1
1837,9465351,110091,1,1
1956,9465527,110091,1,1
1963,9465540,110091,1,1
2010,9465577,110091,2,1.69314718055995
2016,9465578,110091,1,1
2096,9465644,110091,3,2.09861228866811
2117,9465667,110091,1,1
2138,9465676,110091,1,1
2242,9465782,110091,7,2.94591014905531
2320,9465793,110091,8,3.07944154167984
2452,9465809,110091,1,1
2500,9465815,110091,1,1
2607,9465829,110091,4,2.38629436111989
2639,9465831,110091,1,1
2712,9465861,110091,1,1
2774,9465863,110091,3,2.09861228866811
2826,9465876,110091,2,1.69314718055995
2856,9465881,110091,1,1
2976,9465928,110091,1,1
3110,9465997,110091,1,1
3151,9466004,110091,1,1
3195,9466019,110091,4,2.38629436111989
3226,9466034,110091,5,2.6094379124341
3338,9466055,110091,3,2.09861228866811
3419,9466066,110091,1,1
3498,9466094,110091,2,1.69314718055995
3533,9466103,110091,3,2.09861228866811
3676,9466127,110091,1,1
3690,9466129,110091,1,1
3712,9466141,110091,3,2.09861228866811
3742,9466147,110091,1,1
3782,9466156,110091,1,1
3825,9466176,110091,1,1
3909,9466183,110091,4,2.38629436111989
3950,9466202,110091,2,1.69314718055995
4141,9466225,110091,2,1.69314718055995
4342,9466266,110091,6,2.79175946922805
4416,9466287,110091,1,1
4428,9466295,110091,1,1
4467,9466301,110091,1,1
4590,9466316,110091,2,1.69314718055995
4608,9466325,110091,2,1.69314718055995
4695,9466364,110091,2,1.69314718055995
4731,9466371,110091,2,1.69314718055995
4791,9466386,110091,3,2.09861228866811
4943,9466414,110091,2,1.69314718055995
4970,9466422,110091,4,2.38629436111989
5011,9466428,110091,1,1
5071,9466442,110091,3,2.09861228866811
5087,9466449,110091,1,1
5141,9466471,110091,1,1
5277,9466489,110091,1,1
5350,9466512,110091,1,1
5485,9466557,110091,17,3.83321334405622
5603,9466594,110091,2,1.69314718055995
5660,9466599,110091,1,1
5690,9466605,110091,1,1
5705,9466610,110091,7,2.94591014905531
5868,9466661,110091,1,1
5898,9466664,110091,2,1.69314718055995
5919,9466676,110091,1,1
5988,9466691,110091,5,2.6094379124341
6060,9466696,110091,2,1.69314718055995
6112,9466710,110091,1,1
6272,9466740,110091,5,2.6094379124341
6300,9466746,110091,1,1
6333,9466753,110091,1,1
6338,9466756,110091,3,2.09861228866811
6477,9466799,110091,3,2.09861228866811
6571,9466843,110091,2,1.69314718055995
6624,9466848,110091,1,1
6686,9466851,110091,1,1
6769,9466876,110091,1,1
6824,9466887,110091,1,1
6834,9466905,110091,1,1
6841,9466906,110091,1,1
6891,9466917,110091,1,1
6960,9466954,110091,1,1
7001,9466976,110091,1,1
7050,9466988,110091,1,1
7122,9467000,110091,2,1.69314718055995
7151,9467008,110091,1,1
7246,9467016,110091,1,1
7331,9467034,110091,4,2.38629436111989
7386,9467052,110091,1,1
7418,9467065,110091,1,1
7497,9467092,110091,1,1
7515,9467098,110091,1,1
7698,9467145,110091,2,1.69314718055995
7757,9467156,110091,3,2.09861228866811
7849,9467188,110091,2,1.69314718055995
7906,9467203,110091,5,2.6094379124341
7963,9467243,110091,1,1
7996,9467252,110091,1,1
8115,9467255,110091,8,3.07944154167984
8179,9467260,110091,1,1
8224,9467277,110091,1,1
8309,9467304,110091,2,1.69314718055995
8414,9467326,110091,3,2.09861228866811
8512,9467345,110091,1,1
8590,9467383,110091,1,1
8627,9467393,110091,1,1
8645,9467394,110091,1,1
8783,9467426,110091,1,1
8827,9467442,110091,1,1
8852,9467453,110091,1,1
8862,9467457,110091,4,2.38629436111989
9036,9467532,110091,10,3.30258509299405
9092,9467543,110091,3,2.09861228866811
9301,9467600,110091,5,2.6094379124341
9442,9467638,110091,1,1
9599,9467679,110091,1,1
9870,9467794,110091,1,1
9995,9467853,110091,5,2.6094379124341
10166,9467898,110091,1,1
10482,9468018,110091,3,2.09861228866811
10737,9468057,110091,6,2.79175946922805
10755,9468062,110091,1,1
10804,9468107,110091,4,2.38629436111989
10832,9468113,110091,1,1
10978,9468189,110091,3,2.09861228866811
11012,9468201,110091,1,1
11019,9468205,110091,2,1.69314718055995
11068,9468212,110091,2,1.69314718055995
11145,9468238,110091,1,1
11210,9468255,110091,3,2.09861228866811
11532,9468345,110091,1,1
11572,9468349,110091,2,1.69314718055995
11681,9468369,110091,1,1
12519,9468430,110091,211,6.35185813347607
13102,9468439,110091,1,1
13247,9468455,110091,3,2.09861228866811
13295,9468465,110091,1,1
13439,9468986,110091,4,2.38629436111989
13468,9468990,110091,3,2.09861228866811
13481,9468992,110091,1,1
13490,9468993,110091,1,1
13528,9468999,110091,8,3.07944154167984
13661,9469021,110091,4,2.38629436111989
13962,9469062,110091,1,1
14318,9469150,110091,1,1
14424,9469179,110091,1,1
14527,9469213,110091,1,1
14561,9469214,110091,1,1
14791,9469247,110091,1,1
14813,9469256,110091,1,1
15225,9469421,110091,1,1
15258,9469520,110091,5,2.6094379124341
15372,9470489,110091,1,1
15416,9470800,110091,2,1.69314718055995
15436,9470902,110091,2,1.69314718055995
15452,9470931,110091,1,1
15487,9471184,110091,1,1
15579,9471258,110091,1,1
15687,9471432,110091,2,1.69314718055995
15864,9471681,110091,2,1.69314718055995
15973,9472263,110091,1,1
16112,9472929,110091,1,1
16191,9473683,110091,1,1
16221,9473754,110091,1,1
16284,9473821,110091,1,1
16292,9473843,110091,1,1
16352,9473963,110091,1,1
16363,9473978,110091,1,1
88,9459937,110228,6,2.79175946922805
189,9463925,110228,1,1
224,9463950,110228,3,2.09861228866811
251,9463960,110228,1,1
387,9464080,110228,1,1
409,9464101,110228,1,1
452,9464152,110228,1,1
472,9464174,110228,1,1
584,9464272,110228,3,2.09861228866811
685,9464340,110228,1,1
749,9464391,110228,2,1.69314718055995
839,9464475,110228,3,2.09861228866811
856,9464478,110228,1,1
883,9464505,110228,1,1
920,9464513,110228,1,1
947,9464544,110228,3,2.09861228866811
961,9464550,110228,2,1.69314718055995
997,9464568,110228,1,1
1110,9464669,110228,1,1
1146,9464710,110228,1,1
1223,9464831,110228,1,1
1283,9464879,110228,1,1
1340,9464901,110228,1,1
1361,9464919,110228,1,1
1403,9464982,110228,1,1
1416,9464991,110228,1,1
1645,9465130,110228,1,1
1721,9465181,110228,2,1.69314718055995
1790,9465280,110228,1,1
1805,9465295,110228,1,1
2028,9465584,110228,1,1
2083,9465625,110228,1,1
2243,9465782,110228,1,1
2325,9465793,110228,15,3.70805020110221
2468,9465810,110228,2,1.69314718055995
2503,9465815,110228,1,1
2548,9465826,110228,1,1
2609,9465829,110228,8,3.07944154167984
2695,9465860,110228,2,1.69314718055995
2714,9465861,110228,2,1.69314718055995
2778,9465863,110228,3,2.09861228866811
2860,9465881,110228,5,2.6094379124341
2978,9465928,110228,2,1.69314718055995
3032,9465947,110228,7,2.94591014905531
3051,9465959,110228,2,1.69314718055995
3071,9465978,110228,1,1
3089,9465984,110228,2,1.69314718055995
3113,9465997,110228,1,1
3154,9466004,110228,1,1
3387,9466060,110228,2,1.69314718055995
3421,9466066,110228,1,1
3501,9466094,110228,1,1
3559,9466104,110228,1,1
3615,9466108,110228,3,2.09861228866811
3678,9466127,110228,1,1
3691,9466129,110228,1,1
3744,9466147,110228,1,1
3910,9466183,110228,3,2.09861228866811
4013,9466209,110228,13,3.56494935746154
4144,9466225,110228,1,1
4229,9466230,110228,11,3.39789527279837
4281,9466239,110228,1,1
4367,9466270,110228,1,1
4389,9466278,110228,3,2.09861228866811
4411,9466286,110228,1,1
4477,9466302,110228,1,1
4501,9466310,110228,7,2.94591014905531
4563,9466312,110228,4,2.38629436111989
4690,9466363,110228,1,1
4866,9466392,110228,1,1
5016,9466428,110228,5,2.6094379124341
5072,9466442,110228,4,2.38629436111989
5109,9466467,110228,5,2.6094379124341
5142,9466471,110228,6,2.79175946922805
5188,9466473,110228,3,2.09861228866811
5243,9466488,110228,2,1.69314718055995
