,BookingID,UserID,ProviderID,HotelID,BookingDate,HotelType,HotelRank,Days_Since_Booked,Month
13273,30496,9468430,1,109099,2021-05-19 09:07:37,2,5,645,5
13275,30571,9466312,1,109099,2021-05-20 09:15:13,2,5,644,5
13279,30664,9468430,1,109099,2021-05-21 18:45:36,2,5,643,5
13281,30767,9468430,1,109099,2021-05-25 07:49:51,2,5,639,5
13283,30769,9468430,1,109099,2021-05-25 07:55:07,2,5,639,5
13285,30988,9466329,1,109099,2021-05-28 15:24:47,2,5,636,5
13286,31364,9466409,1,109099,2021-06-05 19:51:53,2,5,628,6
13288,31365,9466409,1,109099,2021-06-05 20:00:58,2,5,628,6
13290,31411,9467203,1,109099,2021-06-07 15:54:54,2,5,626,6
13291,31917,9468430,1,109099,2021-06-16 14:24:27,2,5,617,6
13293,31918,9468430,1,109099,2021-06-16 14:31:41,2,5,617,6
13295,31927,9466055,1,109099,2021-06-16 15:33:44,2,5,617,6
13296,31996,9465829,1,109099,2021-06-17 15:51:57,2,5,616,6
13298,32056,9467255,1,109099,2021-06-18 17:28:42,2,5,615,6
13300,32152,9465928,1,109099,2021-06-20 21:17:19,2,5,612,6
13301,32153,9465928,1,109099,2021-06-20 21:31:14,2,5,612,6
13302,32385,9465215,1,109099,2021-06-25 15:31:21,2,5,608,6
13303,32462,9468430,1,109099,2021-06-28 15:07:03,2,5,605,6
13305,32504,9466799,1,109099,2021-06-29 12:49:15,2,5,604,6
13306,32511,9467255,1,109099,2021-06-29 13:56:08,2,5,604,6
13308,32530,9468430,1,109099,2021-06-29 19:02:34,2,5,604,6
13314,32563,9466557,1,109099,2021-06-30 16:59:07,2,5,603,6
13315,32564,9466557,1,109099,2021-06-30 17:03:53,2,5,603,6
13316,32588,9468430,1,109099,2021-07-01 12:29:42,2,5,602,7
13317,32684,9465056,1,109099,2021-07-03 14:14:19,2,5,600,7
13318,32785,9468430,1,109099,2021-07-05 16:51:50,2,5,598,7
13319,33006,9468430,1,109099,2021-07-09 14:43:58,2,5,594,7
13321,33082,9463960,1,109099,2021-07-12 12:49:34,2,5,591,7
13323,33094,9465947,1,109099,2021-07-12 15:06:40,2,5,591,7
13324,33133,9468430,1,109099,2021-07-13 13:46:55,2,5,590,7
13325,33134,9468430,1,109099,2021-07-13 13:50:19,2,5,590,7
13326,33163,9468999,1,109099,2021-07-13 17:40:05,2,5,590,7
13328,33254,9468430,1,109099,2021-07-14 19:15:07,2,5,589,7
13329,33378,9468430,1,109099,2021-07-17 11:38:09,2,5,586,7
13331,33395,9468255,1,109099,2021-07-18 10:35:25,2,5,585,7
13332,33539,9466799,1,109099,2021-07-21 11:44:45,2,5,582,7
13333,33586,9466799,1,109099,2021-07-21 17:48:58,2,5,582,7
13334,33634,9468430,1,109099,2021-07-23 10:47:14,2,5,580,7
13339,34109,9468430,1,109099,2021-08-02 11:20:02,2,5,570,8
13341,34155,9468430,1,109099,2021-08-03 10:15:03,2,5,569,8
13342,34367,9466371,1,109099,2021-08-06 10:13:33,2,5,566,8
13343,34377,9466055,1,109099,2021-08-06 11:43:31,2,5,566,8
13344,34469,9468999,1,109099,2021-08-08 16:00:02,2,5,564,8
13345,34570,9468430,1,109099,2021-08-11 10:50:10,2,5,561,8
13346,34746,9468430,1,109099,2021-08-14 13:54:37,2,5,558,8
13347,34904,9468430,1,109099,2021-08-17 15:23:16,2,5,555,8
13348,34952,9468099,1,109099,2021-08-18 14:20:12,2,5,554,8
13349,35175,9467255,1,109099,2021-08-22 21:13:51,2,5,549,8
13351,35296,9468430,1,109099,2021-08-24 19:01:17,2,5,548,8
13352,35317,9468430,1,109099,2021-08-25 11:58:48,2,5,547,8
13353,35420,9465320,1,109099,2021-08-27 16:01:23,2,5,545,8
13354,35441,9468999,1,109099,2021-08-28 12:27:46,2,5,544,8
13355,35446,9468999,1,109099,2021-08-28 13:23:22,2,5,544,8
13356,35503,9467277,1,109099,2021-08-30 23:33:22,2,5,541,8
13357,35504,9467277,1,109099,2021-08-30 23:56:22,2,5,541,8
13358,35562,9467803,1,109099,2021-09-01 12:40:31,2,5,540,9
13359,36416,9465928,1,109099,2021-09-15 18:07:02,2,5,526,9
13361,36477,9468430,1,109099,2021-09-16 20:02:44,2,5,525,9
13363,38197,9468430,1,109099,2021-10-08 17:20:36,2,5,503,10
13365,38271,9466373,1,109099,2021-10-10 17:38:42,2,5,501,10
13366,38817,9464211,1,109099,2021-10-16 12:27:40,2,5,495,10
13367,40805,9465928,1,109099,2021-11-08 17:07:18,2,5,472,11
13368,40815,9468430,1,109099,2021-11-08 20:13:54,2,5,472,11
13369,40964,9468430,1,109099,2021-11-10 13:59:21,2,5,470,11
13373,41585,9464435,1,109099,2021-11-17 13:24:13,2,5,463,11
13374,43134,9466444,1,109099,2021-12-03 14:11:53,2,5,447,12
13376,44365,9466386,1,109099,2021-12-20 16:10:31,2,5,430,12
13378,45136,9467683,1,109099,2021-12-30 13:58:03,2,5,420,12
13379,45144,9467683,1,109099,2021-12-30 15:06:07,2,5,420,12
13380,45145,9467683,1,109099,2021-12-30 15:13:57,2,5,420,12
13382,45155,9468430,1,109099,2021-12-30 16:29:05,2,5,420,12
13383,45158,9466088,1,109099,2021-12-30 16:37:54,2,5,420,12
13384,45723,9468430,1,109099,2022-01-12 21:31:32,2,5,406,1
13385,45724,9468430,1,109099,2022-01-12 22:12:44,2,5,406,1
13386,45894,9468430,1,109099,2022-01-15 11:51:30,2,5,404,1
13388,48892,9464513,1,109099,2022-02-12 16:01:50,2,5,376,2
13389,49295,9467255,1,109099,2022-02-16 12:56:25,2,5,372,2
13390,49301,9466363,1,109099,2022-02-16 12:58:26,2,5,372,2
13391,49584,9467255,1,109099,2022-02-18 11:21:57,2,5,370,2
13392,49728,9468430,1,109099,2022-02-18 22:47:32,2,5,369,2
13393,49773,9468238,1,109099,2022-02-19 13:53:10,2,5,369,2
13394,50636,9466622,1,109099,2022-03-02 11:26:03,2,5,358,3
13395,50756,9471501,1,109099,2022-03-04 15:03:00,2,5,356,3
13396,50769,9468430,1,109099,2022-03-04 17:05:24,2,5,356,3
13398,51026,9466266,1,109099,2022-03-11 14:19:15,2,5,349,3
13400,51122,9468430,1,109099,2022-03-13 13:19:46,2,5,347,3
13402,51141,9467453,1,109099,2022-03-14 10:33:37,2,5,346,3
13404,51305,9464294,1,109099,2022-03-16 16:20:33,2,5,344,3
13406,51642,9468430,1,109099,2022-03-24 16:16:24,2,5,336,3
13407,51785,9468999,1,109099,2022-03-28 12:46:49,2,5,332,3
13410,52282,9467156,1,109099,2022-04-04 16:43:16,2,5,325,4
13411,52860,9468425,1,109099,2022-04-09 21:48:05,2,5,319,4
13412,52992,9467277,1,109099,2022-04-11 23:24:34,2,5,317,4
13413,53620,9467255,1,109099,2022-04-17 17:24:57,2,5,312,4
13414,54081,9468430,1,109099,2022-04-21 16:04:36,2,5,308,4
13415,54231,9468430,1,109099,2022-04-23 18:02:39,2,5,306,4
13416,54266,9466986,1,109099,2022-04-24 15:04:05,2,5,305,4
13417,54396,9464879,1,109099,2022-04-26 17:40:24,2,5,303,4
13420,54715,9466557,1,109099,2022-05-03 08:54:47,2,5,296,5
13422,54716,9466557,1,109099,2022-05-03 09:02:34,2,5,296,5
13423,54774,9468430,1,109099,2022-05-03 16:36:39,2,5,296,5
13425,54779,9468430,1,109099,2022-05-03 17:02:48,2,5,296,5
13427,54848,9468430,1,109099,2022-05-04 18:53:10,2,5,295,5
13429,55059,9468430,1,109099,2022-05-07 11:16:47,2,5,292,5
13430,55155,9466266,1,109099,2022-05-10 13:51:28,2,5,289,5
13431,55257,9465947,1,109099,2022-05-11 16:48:29,2,5,288,5
13432,55345,9468430,1,109099,2022-05-12 17:14:23,2,5,287,5
13435,55398,9468430,1,109099,2022-05-13 14:30:29,2,5,286,5
13438,55708,9468990,1,109099,2022-05-18 19:08:51,2,5,281,5
13439,55732,9468430,1,109099,2022-05-19 10:44:45,2,5,280,5
13441,55851,9468430,1,109099,2022-05-20 14:39:43,2,5,279,5
13442,55898,9467252,1,109099,2022-05-20 23:18:29,2,5,278,5
13443,55912,9468430,1,109099,2022-05-21 11:55:47,2,5,278,5
13444,56066,9468430,1,109099,2022-05-24 10:51:08,2,5,275,5
13446,56503,9466851,1,109099,2022-05-30 14:10:13,2,5,269,5
13448,56564,9468430,1,109099,2022-05-31 11:00:19,2,5,268,5
13449,56599,9465974,1,109099,2022-05-31 15:35:05,2,5,268,5
13451,56740,9466409,1,109099,2022-06-01 17:27:36,2,5,267,6
13453,56758,9469098,1,109099,2022-06-02 00:13:10,2,5,266,6
13454,56759,9469098,1,109099,2022-06-02 00:22:22,2,5,266,6
13455,57379,9468999,1,109099,2022-06-08 15:47:52,2,5,260,6
13457,57381,9468999,1,109099,2022-06-08 15:59:22,2,5,260,6
13459,58114,9466137,1,109099,2022-06-14 22:13:50,2,5,253,6
13461,58379,9466055,1,109099,2022-06-16 18:07:38,2,5,252,6
13462,59405,9467252,1,109099,2022-06-25 16:58:12,2,5,243,6
13464,59858,9464406,1,109099,2022-06-30 18:07:42,2,5,238,6
13465,59866,9468430,1,109099,2022-06-30 20:08:47,2,5,238,6
13466,59870,9470902,1,109099,2022-06-30 20:30:55,2,5,238,6
13467,60385,9466954,1,109099,2022-07-06 15:16:58,2,5,232,7
13470,60438,9465997,1,109099,2022-07-07 11:32:51,2,5,231,7
13471,60713,9468430,1,109099,2022-07-11 11:12:16,2,5,227,7
13472,60725,9465051,1,109099,2022-07-11 13:01:56,2,5,227,7
13473,60924,9468430,1,109099,2022-07-12 18:36:16,2,5,226,7
13475,61604,9467255,1,109099,2022-07-19 20:27:03,2,5,219,7
13476,61730,9466266,1,109099,2022-07-20 19:25:42,2,5,218,7
13477,62073,9467277,1,109099,2022-07-25 15:03:58,2,5,213,7
13478,62078,9467277,1,109099,2022-07-25 15:15:03,2,5,213,7
13479,62204,9468257,1,109099,2022-07-27 09:10:41,2,5,211,7
13480,62459,9466329,1,109099,2022-07-29 17:04:48,2,5,209,7
13481,62523,9465829,1,109099,2022-07-31 12:32:20,2,5,207,7
13482,62578,9468366,1,109099,2022-08-01 14:00:41,2,5,206,8
13483,62579,9468366,1,109099,2022-08-01 14:17:10,2,5,206,8
13484,62737,9473789,1,109099,2022-08-03 14:08:40,2,5,204,8
13485,62880,9464991,1,109099,2022-08-04 15:45:56,2,5,203,8
13486,63733,9467589,1,109099,2022-08-13 10:59:29,2,5,194,8
13487,64553,9468999,1,109099,2022-08-22 19:44:56,2,5,185,8
13488,64714,9465928,1,109099,2022-08-24 10:28:05,2,5,183,8
13489,65026,9464101,1,109099,2022-08-26 14:49:08,2,5,181,8
13490,65360,9466557,1,109099,2022-08-31 10:47:49,2,5,176,8
13491,65498,9468430,1,109099,2022-09-01 12:15:45,2,5,175,9
13492,65753,9467156,1,109099,2022-09-04 19:08:16,2,5,172,9
13493,65988,9472275,1,109099,2022-09-07 09:49:24,2,5,169,9
13494,66310,9469209,1,109099,2022-09-10 11:42:38,2,5,166,9
13495,66620,9466325,1,109099,2022-09-13 15:23:14,2,5,163,9
13496,67430,9469206,1,109099,2022-09-21 12:50:43,2,5,155,9
13497,67583,9470812,1,109099,2022-09-23 11:43:20,2,5,153,9
13498,68461,9467277,1,109099,2022-10-01 20:51:57,2,5,145,10
13499,68814,9465928,1,109099,2022-10-05 16:16:38,2,5,141,10
13501,68832,9465928,1,109099,2022-10-05 16:37:49,2,5,141,10
13503,68928,9467255,1,109099,2022-10-06 15:12:27,2,5,140,10
13504,70178,9468430,1,109099,2022-10-19 11:21:57,2,5,127,10
13506,70250,9469155,1,109099,2022-10-19 16:33:39,2,5,127,10
13507,70268,9471501,1,109099,2022-10-19 17:27:54,2,5,127,10
13508,70666,9468430,1,109099,2022-10-24 12:57:20,2,5,122,10
13509,71934,9468999,1,109099,2022-11-07 12:55:58,2,5,108,11
13510,71935,9468999,1,109099,2022-11-07 13:02:22,2,5,108,11
13511,17648,9465106,1,109150,2019-02-19 09:00:44,1,3,1465,2
13512,48285,9468430,1,109150,2022-02-08 15:59:12,1,3,380,2
13513,49177,9468430,1,109150,2022-02-15 14:03:34,1,3,373,2
13514,17651,9466223,1,109366,2019-02-19 21:16:25,1,4,1464,2
13515,17652,9466223,1,109366,2019-02-19 21:39:35,1,4,1464,2
13516,17698,9465181,1,109366,2019-03-07 11:49:21,1,4,1449,3
13517,17700,9464211,1,109366,2019-03-10 19:06:06,1,4,1446,3
13518,17701,9464211,1,109366,2019-03-10 19:19:10,1,4,1446,3
13519,17950,9467255,1,109366,2019-06-04 12:58:16,1,4,1360,6
13520,17967,9466664,1,109366,2019-06-07 16:30:52,1,4,1357,6
13522,18087,9467255,1,109366,2019-07-12 17:23:32,1,4,1322,7
13523,18094,9465793,1,109366,2019-07-13 13:05:19,1,4,1321,7
13524,18095,9465793,1,109366,2019-07-13 13:24:05,1,4,1321,7
13525,18097,9465793,1,109366,2019-07-13 13:38:43,1,4,1321,7
13526,18098,9465793,1,109366,2019-07-13 13:44:53,1,4,1321,7
13527,18115,9465625,1,109366,2019-07-22 13:40:02,1,4,1312,7
13529,18116,9465625,1,109366,2019-07-22 14:06:19,1,4,1312,7
13530,18120,9466127,1,109366,2019-07-23 14:29:04,1,4,1311,7
13531,18140,9467255,1,109366,2019-08-01 10:45:54,1,4,1302,8
13532,18141,9467255,1,109366,2019-08-01 10:52:13,1,4,1302,8
13533,18255,9467532,1,109366,2019-09-02 15:39:26,1,4,1270,9
13535,18265,9464922,1,109366,2019-09-05 15:20:07,1,4,1267,9
13536,18286,9467532,1,109366,2019-09-12 12:58:24,1,4,1260,9
13537,18356,9465479,1,109366,2019-09-24 09:00:44,1,4,1248,9
13539,18424,9466211,1,109366,2019-10-05 12:31:23,1,4,1237,10
13540,18603,9465231,1,109366,2019-11-14 14:19:50,1,4,1197,11
13542,18671,9467690,1,109366,2019-11-30 19:42:46,1,4,1181,11
13543,18801,9468095,1,109366,2020-01-14 12:56:34,1,4,1136,1
13544,18809,9467335,1,109366,2020-01-14 15:35:48,1,4,1136,1
13545,18810,9467532,1,109366,2020-01-15 12:27:01,1,4,1135,1
13547,18838,9466225,1,109366,2020-01-18 14:15:04,1,4,1132,1
13548,18839,9466225,1,109366,2020-01-18 14:42:14,1,4,1132,1
13549,18900,9467922,1,109366,2020-01-30 10:49:34,1,4,1120,1
13550,18904,9465782,1,109366,2020-01-30 18:51:13,1,4,1120,1
13552,18908,9465782,1,109366,2020-01-31 20:31:11,1,4,1119,1
13553,18909,9465782,1,109366,2020-01-31 20:50:03,1,4,1119,1
13554,18911,9466589,1,109366,2020-02-01 12:15:56,1,4,1118,2
13555,18914,9467255,1,109366,2020-02-01 15:12:05,1,4,1118,2
13557,18936,9467442,1,109366,2020-02-05 09:32:34,1,4,1114,2
13558,18949,9466610,1,109366,2020-02-06 12:37:43,1,4,1113,2
13559,18958,9465782,1,109366,2020-02-08 11:20:49,1,4,1111,2
13560,18992,9466746,1,109366,2020-02-11 14:24:48,1,4,1108,2
13561,19029,9466055,1,109366,2020-02-15 15:44:25,1,4,1104,2
13562,19045,9465138,1,109366,2020-02-18 16:42:09,1,4,1101,2
13563,19065,9467255,1,109366,2020-02-20 20:45:01,1,4,1099,2
13564,19072,9466913,1,109366,2020-02-21 13:36:13,1,4,1098,2
13566,19111,9466664,1,109366,2020-03-06 14:07:49,1,4,1084,3
13567,19112,9466386,1,109366,2020-03-07 11:22:47,1,4,1083,3
13568,19116,9467255,1,109366,2020-03-10 13:05:12,1,4,1080,3
13569,19124,9467255,1,109366,2020-03-18 11:59:05,1,4,1072,3
13571,19125,9468430,1,109366,2020-03-31 12:54:17,1,4,1059,3
13572,19623,9466746,1,109366,2020-08-26 09:39:23,1,4,911,8
13573,19760,9468430,1,109366,2020-08-29 12:46:38,1,4,908,8
13575,22060,9468430,1,109366,2020-11-18 17:02:53,1,4,827,11
13577,22063,9468228,1,109366,2020-11-18 17:17:26,1,4,827,11
13578,22067,9468228,1,109366,2020-11-18 18:26:18,1,4,827,11
13579,22069,9468228,1,109366,2020-11-18 19:07:38,1,4,827,11
13580,22097,9468228,1,109366,2020-11-19 16:57:36,1,4,826,11
13582,22098,9468228,1,109366,2020-11-19 17:13:54,1,4,826,11
13583,22199,9466696,1,109366,2020-11-22 19:39:05,1,4,823,11
13585,22201,9466696,1,109366,2020-11-22 20:48:13,1,4,823,11
13587,22202,9466696,1,109366,2020-11-22 21:37:14,1,4,822,11
13588,22203,9466696,1,109366,2020-11-22 21:54:45,1,4,822,11
13589,22204,9466696,1,109366,2020-11-22 22:22:10,1,4,822,11
13590,22216,9468337,1,109366,2020-11-23 11:45:35,1,4,822,11
13591,22219,9468337,1,109366,2020-11-23 12:42:31,1,4,822,11
13592,22238,9466325,1,109366,2020-11-23 17:11:55,1,4,822,11
13593,22239,9466325,1,109366,2020-11-23 17:22:17,1,4,822,11
13594,23031,9467255,1,109366,2020-12-14 16:24:30,1,4,801,12
13595,23047,9468430,1,109366,2020-12-14 17:58:18,1,4,801,12
13597,23090,9467405,1,109366,2020-12-15 17:03:12,1,4,800,12
13598,23501,9467453,1,109366,2020-12-25 09:30:51,1,4,790,12
13600,23610,9465175,1,109366,2020-12-28 16:00:04,1,4,787,12
13601,23620,9468430,1,109366,2020-12-28 20:45:49,1,4,787,12
13602,23621,9468430,1,109366,2020-12-28 21:23:04,1,4,786,12
13603,23622,9468430,1,109366,2020-12-28 21:40:48,1,4,786,12
13604,23631,9468430,1,109366,2020-12-29 12:02:50,1,4,786,12
13605,23866,9468430,1,109366,2021-01-05 10:50:48,1,4,779,1
13608,23917,9466709,1,109366,2021-01-05 21:19:32,1,4,778,1
13610,23953,9468430,1,109366,2021-01-06 16:11:52,1,4,778,1
13613,24214,9468430,1,109366,2021-01-06 13:39:50,1,4,778,1
13615,24241,9466696,1,109366,2021-01-12 12:59:25,1,4,772,1
13616,24568,9464922,1,109366,2021-01-16 10:58:27,1,4,768,1
13617,24916,9468430,1,109366,2021-01-22 08:57:16,1,4,762,1
13619,24978,9467255,1,109366,2021-01-23 11:10:39,1,4,761,1
13620,25109,9466925,1,109366,2021-01-25 20:36:47,1,4,759,1
13621,25256,9468095,1,109366,2021-01-28 11:40:38,1,4,756,1
13622,25360,9468430,1,109366,2021-01-29 16:46:15,1,4,755,1
13623,25466,9467255,1,109366,2021-02-01 15:30:20,1,4,752,2
13624,25468,9467255,1,109366,2021-02-01 15:54:22,1,4,752,2
13625,25469,9467255,1,109366,2021-02-01 15:57:27,1,4,752,2
13626,25541,9468337,1,109366,2021-02-02 15:28:06,1,4,751,2
13627,25686,9467255,1,109366,2021-02-05 08:24:00,1,4,748,2
13628,25827,9467255,1,109366,2021-02-08 15:19:55,1,4,745,2
13629,25899,9467255,1,109366,2021-02-09 13:36:44,1,4,744,2
13630,25910,9467255,1,109366,2021-02-09 14:49:17,1,4,744,2
13631,26116,9465863,1,109366,2021-02-12 16:13:13,1,4,741,2
13632,26120,9467255,1,109366,2021-02-12 17:27:21,1,4,741,2
13633,26236,9467203,1,109366,2021-02-15 16:25:26,1,4,738,2
13634,26324,9468430,1,109366,2021-02-16 19:17:41,1,4,737,2
13635,26326,9468430,1,109366,2021-02-16 19:31:03,1,4,737,2
13636,26790,9468430,1,109366,2021-02-24 14:08:21,1,4,729,2
13638,26811,9468430,1,109366,2021-02-24 19:38:11,1,4,729,2
13641,26813,9466147,1,109366,2021-02-24 19:46:20,1,4,729,2
13642,26897,9466710,1,109366,2021-02-26 11:47:10,1,4,727,2
13643,27049,9468430,1,109366,2021-03-01 14:25:31,1,4,724,3
13645,27325,9468430,1,109366,2021-03-05 13:16:08,1,4,720,3
13648,27334,9468439,1,109366,2021-03-05 14:40:09,1,4,720,3
13650,27345,9468430,1,109366,2021-03-05 15:54:08,1,4,720,3
13651,27362,9468430,1,109366,2021-03-05 20:07:44,1,4,720,3
13652,27496,9465051,1,109366,2021-03-09 14:26:42,1,4,716,3
13654,27497,9465051,1,109366,2021-03-09 14:38:00,1,4,716,3
13656,27994,9466557,1,109366,2021-03-18 16:05:24,1,4,707,3
13658,28326,9468430,1,109366,2021-03-29 14:24:29,1,4,696,3
13659,28351,9468430,1,109366,2021-03-30 07:38:48,1,4,695,3
13660,28378,9467383,1,109366,2021-03-30 16:34:38,1,4,695,3
13661,28759,9467092,1,109366,2021-04-11 12:01:42,1,4,683,4
13662,28840,9468430,1,109366,2021-04-14 08:13:28,1,4,680,4
13664,28930,9468337,1,109366,2021-04-15 17:05:58,1,4,679,4
13665,29134,9466409,1,109366,2021-04-21 08:07:39,1,4,673,4
13667,29356,9467255,1,109366,2021-04-26 10:40:51,1,4,668,4
13668,29886,9468430,1,109366,2021-05-05 17:45:47,1,4,659,5
13669,30544,9465829,1,109366,2021-05-19 16:13:10,1,4,645,5
13670,30880,9468430,1,109366,2021-05-26 19:50:17,1,4,638,5
13672,30881,9468430,1,109366,2021-05-26 19:56:59,1,4,638,5
13673,31098,9467255,1,109366,2021-05-31 19:12:02,1,4,633,5
13675,31133,9468430,1,109366,2021-06-01 14:03:39,1,4,632,6
13676,31617,9466867,1,109366,2021-06-11 18:34:20,1,4,622,6
13677,31816,9468430,1,109366,2021-06-15 13:28:07,1,4,618,6
13678,32056,9467255,1,109366,2021-06-18 17:28:42,1,4,615,6
13680,32446,9466867,1,109366,2021-06-28 13:07:49,1,4,605,6
13682,32638,9466414,1,109366,2021-07-02 14:11:06,1,4,601,7
13683,32962,9468430,1,109366,2021-07-08 16:06:16,1,4,595,7
13685,33088,9464917,1,109366,2021-07-12 14:26:16,1,4,591,7
13687,33089,9464917,1,109366,2021-07-12 14:33:15,1,4,591,7
13689,33214,9464279,1,109366,2021-07-14 13:08:08,1,4,589,7
13690,33232,9463986,1,109366,2021-07-14 15:49:20,1,4,589,7
13691,33308,9466557,1,109366,2021-07-15 17:08:40,1,4,588,7
13692,33309,9466557,1,109366,2021-07-15 17:15:51,1,4,588,7
13693,33401,9466386,1,109366,2021-07-18 15:30:29,1,4,585,7
13694,33678,9466060,1,109366,2021-07-23 17:58:21,1,4,580,7
13695,33682,9467188,1,109366,2021-07-23 18:51:32,1,4,580,7
13697,33716,9467335,1,109366,2021-07-24 22:33:27,1,4,578,7
13698,33717,9467335,1,109366,2021-07-24 23:09:19,1,4,578,7
13699,33770,9466835,1,109366,2021-07-27 07:32:42,1,4,576,7
13700,33815,9468430,1,109366,2021-07-27 17:04:45,1,4,576,7
13701,33869,9467255,1,109366,2021-07-28 17:34:35,1,4,575,7
13703,33915,9467255,1,109366,2021-07-29 13:41:19,1,4,574,7
13704,33975,9467255,1,109366,2021-07-30 10:53:51,1,4,573,7
13705,34046,9468430,1,109366,2021-07-31 12:45:20,1,4,572,7
13707,34139,9468430,1,109366,2021-08-02 17:31:38,1,4,570,8
13708,34163,9467255,1,109366,2021-08-03 11:04:07,1,4,569,8
13710,34224,9467255,1,109366,2021-08-03 18:59:47,1,4,569,8
13711,34226,9467255,1,109366,2021-08-03 19:19:45,1,4,569,8
13712,34347,9468430,1,109366,2021-08-05 18:37:21,1,4,567,8
13714,34491,9469149,1,109366,2021-08-09 14:13:54,1,4,563,8
13715,34755,9468349,1,109366,2021-08-14 19:07:16,1,4,558,8
13716,34880,9468349,1,109366,2021-08-17 11:16:39,1,4,555,8
13718,34937,9467573,1,109366,2021-08-18 09:58:53,1,4,554,8
13719,35017,9468430,1,109366,2021-08-19 12:29:27,1,4,553,8
13721,35160,9468430,1,109366,2021-08-21 17:03:02,1,4,551,8
13723,35170,9467255,1,109366,2021-08-22 13:28:52,1,4,550,8
13724,35172,9468430,1,109366,2021-08-22 17:35:45,1,4,550,8
13726,35184,9468430,1,109366,2021-08-23 10:32:55,1,4,549,8
13728,35430,9468430,1,109366,2021-08-27 20:57:21,1,4,545,8
13729,35490,9468430,1,109366,2021-08-30 15:52:46,1,4,542,8
13733,35492,9468430,1,109366,2021-08-30 17:59:02,1,4,542,8
13734,35727,9469205,1,109366,2021-09-06 12:30:12,1,4,535,9
13735,35739,9466787,1,109366,2021-09-06 14:19:23,1,4,535,9
13736,35986,9467819,1,109366,2021-09-09 11:32:45,1,4,532,9
13737,36238,9469222,1,109366,2021-09-13 10:31:07,1,4,528,9
13738,36345,9466557,1,109366,2021-09-14 16:08:14,1,4,527,9
13739,36359,9465676,1,109366,2021-09-14 20:06:37,1,4,527,9
13740,36459,9468349,1,109366,2021-09-16 15:53:24,1,4,525,9
13741,36760,9467255,1,109366,2021-09-21 16:29:07,1,4,520,9
13742,36794,9464615,1,109366,2021-09-22 11:36:35,1,4,519,9
13744,36808,9465762,1,109366,2021-09-22 14:10:55,1,4,519,9
13745,37104,9468430,1,109366,2021-09-28 11:26:43,1,4,513,9
13749,37115,9468430,1,109366,2021-09-28 13:10:48,1,4,513,9
13753,37119,9468430,1,109366,2021-09-28 13:59:24,1,4,513,9
13755,37184,9466565,1,109366,2021-09-29 11:05:16,1,4,512,9
13757,37264,9467243,1,109366,2021-09-29 17:15:36,1,4,512,9
13758,37305,9469012,1,109366,2021-09-30 10:21:18,1,4,511,9
13759,37308,9467255,1,109366,2021-09-30 10:38:07,1,4,511,9
13760,37315,9466225,1,109366,2021-09-30 11:38:02,1,4,511,9
13762,37316,9466225,1,109366,2021-09-30 11:50:57,1,4,511,9
13764,37363,9467255,1,109366,2021-09-30 14:17:44,1,4,511,9
13765,37441,9466691,1,109366,2021-10-01 10:10:37,1,4,510,10
13766,37530,9466691,1,109366,2021-10-01 15:37:47,1,4,510,10
13767,37779,9468430,1,109366,2021-10-04 17:58:52,1,4,507,10
13769,37843,9467255,1,109366,2021-10-05 13:48:58,1,4,506,10
13770,38082,9468139,1,109366,2021-10-07 14:36:42,1,4,504,10
13772,38104,9468430,1,109366,2021-10-07 16:20:21,1,4,504,10
13773,38464,9466719,1,109366,2021-10-12 21:25:08,1,4,498,10
13774,38465,9466719,1,109366,2021-10-12 21:32:02,1,4,498,10
13775,38466,9466719,1,109366,2021-10-12 21:42:26,1,4,498,10
13776,38763,9468370,1,109366,2021-10-15 15:58:35,1,4,496,10
13777,38854,9466934,1,109366,2021-10-16 19:45:44,1,4,495,10
13778,38976,9468430,1,109366,2021-10-18 14:53:46,1,4,493,10
13779,39370,9467255,1,109366,2021-10-22 14:40:40,1,4,489,10
13780,39568,9467588,1,109366,2021-10-25 16:24:34,1,4,486,10
13781,39570,9467588,1,109366,2021-10-25 16:31:28,1,4,486,10
13782,39650,9469081,1,109366,2021-10-26 12:54:05,1,4,485,10
13783,39653,9469081,1,109366,2021-10-26 13:06:14,1,4,485,10
13784,39655,9469081,1,109366,2021-10-26 13:13:07,1,4,485,10
13785,39754,9467043,1,109366,2021-10-27 13:23:43,1,4,484,10
13787,40060,9466348,1,109366,2021-10-30 20:08:18,1,4,481,10
13788,40061,9466348,1,109366,2021-10-30 20:17:01,1,4,481,10
13789,40164,9466348,1,109366,2021-11-01 15:30:24,1,4,479,11
13790,40165,9466348,1,109366,2021-11-01 15:29:23,1,4,479,11
13791,40171,9466348,1,109366,2021-11-01 16:31:29,1,4,479,11
13792,40448,9464395,1,109366,2021-11-03 20:36:40,1,4,477,11
13794,40799,9468993,1,109366,2021-11-08 15:59:46,1,4,472,11
13795,40860,9468430,1,109366,2021-11-09 14:23:07,1,4,471,11
13797,40861,9468430,1,109366,2021-11-09 14:31:17,1,4,471,11
13798,40863,9468430,1,109366,2021-11-09 14:35:22,1,4,471,11
13799,41005,9466710,1,109366,2021-11-10 17:07:09,1,4,470,11
13800,41047,9468430,1,109366,2021-11-11 09:05:15,1,4,469,11
13802,41097,9469222,1,109366,2021-11-11 17:50:51,1,4,469,11
13803,41098,9466696,1,109366,2021-11-11 17:52:45,1,4,469,11
